sku,color,size,quantity,category,design_number,lot_number,lot_code
00542,,,7,6211 SUIT,S00809,,
00738,,,1,6211 SUIT,S00809,,
S00809-81101-38,GREEN,38,2,6211 SUIT,S00809,811,81101
S00809-81101-40,GREEN,40,5,6211 SUIT,S00809,811,81101
00742,,,1,6211 SUIT,S00809,,
S00809-81101-42,GREEN,42,4,6211 SUIT,S00809,811,81101
S00809-81101-44,GREEN,44,3,6211 SUIT,S00809,811,81101
00746,,,1,6211 SUIT,S00809,,
S00809-81101-46,GREEN,46,6,6211 SUIT,S00809,811,81101
S00809-81101-50,GREEN,50,2,6211 SUIT,S00809,811,81101
S00809-01038-38,ONION,38,1,6211 SUIT,S00809,,
03338,,,2,6211 SUIT,S00809,,
S00809-81101-38,PEACH,38,1,6211 SUIT,S00809,811,81101
S00809-81101-40,PEACH,40,3,6211 SUIT,S00809,811,81101
03342,,,1,6211 SUIT,S00809,,
S00809-81101-42,PEACH,42,5,6211 SUIT,S00809,811,81101
S00809-81101-44,PEACH,44,2,6211 SUIT,S00809,811,81101
03346,,,1,6211 SUIT,S00809,,
S1240A,,,3,6211 SUIT,S00809,,
S00809-04045-M,PURPLE,M,1,6211 SUIT,S00809,445,04045
S00809-04045-M,GREEN,M,2,6211 SUIT,S00809,445,04045
S1267A,,,1,6211 SUIT,S00809,,
S00809-03030-40,MOVE,40,1,6211 SUIT,S00809,033,03030
S1468A,,,11,6211 SUIT,S00809,,
S00809-06008-40,RANI,40,1,6211 SUIT,S00809,484,06008
S00809-09040-46,RANI,46,1,6211 SUIT,S00809,798,09040
S00809-08070-38,WHITE,38,2,6211 SUIT,S00809,OFF,08070
S00809-09040-42,WHITE,42,2,6211 SUIT,S00809,OFF,09040
S00809-09040-46,WHITE,46,3,6211 SUIT,S00809,OFF,09040
S00809-08070-46,WHITE,46,2,6211 SUIT,S00809,OFF,08070
S1523A,,,1,6211 SUIT,S00809,,
S00809-03001-42,BLACK,42,1,6211 SUIT,S00809,301,03001
S1541S,,,1,6211 SUIT,S00809,,
S00809-05002-42,GREEN,42,1,6211 SUIT,S00809,052,05002
S1564U,,,3,6211 SUIT,S00809,,
"S00809-SIZE,07009-FREE",MUSTARD,FREE,1,6211 SUIT,S00809,,"SIZE,07009"
"S00809-SIZE,07009-FREE",GREEN,FREE,1,6211 SUIT,S00809,,"SIZE,07009"
"S00809-SIZE,07009-FREE",BEIGE,FREE,1,6211 SUIT,S00809,,"SIZE,07009"
S1599M,,,1,6211 SUIT,S00809,,
S00809-02028-42,GREEN,42,1,6211 SUIT,S00809,095,02028
S1610A,,,1,6211 SUIT,S00809,,
S00809-03045-42,T.BLUE,42,1,6211 SUIT,S00809,345,03045
S1618M,,,1,6211 SUIT,S00809,,
S00809-02001-42,PURPLE,42,1,6211 SUIT,S00809,201,02001
SB0051-007M-M,GREEN,M,1,6211 SUIT,SB0051,,
SB0051-015M-M,PINK,M,1,6211 SUIT,SB0051,,
SB0052-03-M,AQUA,M,1,6211 SUIT,SB0052,,
SF1009-14024-42,LEMON,42,1,6211 SUIT,SF1009,552,14024
SF1016-05035-M,BLACK,M,2,6211 SUIT,SF1016,535,05035
SF1025-02089-XL,WHITE,XL,1,6211 SUIT,SF1025,OFF,02089
SF1026-02002-M,WINE,M,1,6211 SUIT,SF1026,202,02002
SF1030-05042-M,ONION,M,1,6211 SUIT,SF1030,542,05042
SF1030-05042-XL,ONION,XL,1,6211 SUIT,SF1030,542,05042
SF1030-02009-M,LEMON,M,1,6211 SUIT,SF1030,209,02009
SF1030-02009-XL,LEMON,XL,1,6211 SUIT,SF1030,209,02009
SF1030-04046-XL,ORANGE,XL,1,6211 SUIT,SF1030,640,04046
SF1037-01060-L,LEMON,L,1,6211 SUIT,SF1037,01,01060
SF1039-01055-XL,A   BLACK,XL,1,6211 SUIT,SF1039,,01055
SF1039-03060-M,WINE,M,1,6211 SUIT,SF1039,360,03060
SF1039-01055-M,A   WINE,M,1,6211 SUIT,SF1039,,01055
SF1043-02001-M,FIROZI,M,1,6211 SUIT,SF1043,201,02001
00440,,,1,6211 SUIT,SF1050,,
00442,,,1,6211 SUIT,SF1050,,
00444,,,4,6211 SUIT,SF1050,,
03342,,,1,6211 SUIT,SF1050,,
SF1050-25060-44,PEACH,44,1,6211 SUIT,SF1050,025,25060
SF1050-24043-44,PEACH,44,1,6211 SUIT,SF1050,986,24043
SF1050-24043-46,PEACH,46,4,6211 SUIT,SF1050,986,24043
00438,,,3,6211 SUIT,SF1051,,
00442,,,3,6211 SUIT,SF1051,,
00446,,,3,6211 SUIT,SF1051,,
03338,,,3,6211 SUIT,SF1051,,
03340,,,1,6211 SUIT,SF1051,,
03342,,,1,6211 SUIT,SF1051,,
03344,,,1,6211 SUIT,SF1051,,
03346,,,3,6211 SUIT,SF1051,,
SF1110-04003-L,BLACK,L,1,6211 SUIT,SF1110,430,04003
SF1110-02012-XL,NAVY BLUE,XL,1,6211 SUIT,SF1110,022,02012
SF1116-01002-M,BLACK,M,1,6211 SUIT,SF1116,012,01002
SF1121-02016-L,BLACK,L,1,6211 SUIT,SF1121,216,02016
SF1145-03045-L,ONION,L,2,6211 SUIT,SF1145,345,03045
SF1145-03045-M,ONION,M,1,6211 SUIT,SF1145,345,03045
SF1160-02045-38,GREEN,38,1,6211 SUIT,SF1160,245,02045
SF1161-04004-L,PURPLE,L,1,6211 SUIT,SF1161,444,04004
SF1192-04040-L,BLACK,L,1,6211 SUIT,SF1192,044,04040
SF1196-01001-M,MUSTARD,M,1,6211 SUIT,SF1196,101,01001
SF1200-21030-38,BLUE,38,3,6211 SUIT,SF1200,51,21030
SF1200-21030-40,BLUE,40,2,6211 SUIT,SF1200,51,21030
SF1200-21030-42,BLUE,42,2,6211 SUIT,SF1200,51,21030
SF1200-21030-44,BLUE,44,2,6211 SUIT,SF1200,51,21030
SF1200-02003-M,RED,M,1,6211 SUIT,SF1200,203,02003
SF1200-21030-38,MUSTARD,38,2,6211 SUIT,SF1200,51,21030
SF1200-21030-40,MUSTARD,40,2,6211 SUIT,SF1200,51,21030
SF1200-21030-42,MUSTARD,42,3,6211 SUIT,SF1200,51,21030
SF1200-21030-44,MUSTARD,44,3,6211 SUIT,SF1200,51,21030
SF1200-21030-38,RANI,38,2,6211 SUIT,SF1200,51,21030
SF1200-17027-38,RANI,38,1,6211 SUIT,SF1200,755,17027
SF1200-21030-40,RANI,40,1,6211 SUIT,SF1200,51,21030
SF1200-21030-42,RANI,42,2,6211 SUIT,SF1200,51,21030
SF1200-21030-44,RANI,44,2,6211 SUIT,SF1200,51,21030
SF1211-01001-M,NUDE,M,1,6211 SUIT,SF1211,101,01001
SF1217-T.B50-50,T.BLUE,50,1,6211 SUIT,SF1217,,
SF1218-06023-38,PURPLE,38,1,6211 SUIT,SF1218,551,06023
SF1218-11060-38,RANI,38,2,6211 SUIT,SF1218,611,11060
SF1218-11060-40,RANI,40,2,6211 SUIT,SF1218,611,11060
SF1218-11060-42,RANI,42,3,6211 SUIT,SF1218,611,11060
SF1218-11060-38,RUST,38,1,6211 SUIT,SF1218,611,11060
03240,,,1,6211 SUIT,SF1218,,
SF1218-11060-40,RUST,40,2,6211 SUIT,SF1218,611,11060
SF1218-11060-42,RUST,42,3,6211 SUIT,SF1218,611,11060
SF1218-11060-44,RUST,44,2,6211 SUIT,SF1218,611,11060
SF1218-11060-46,RUST,46,2,6211 SUIT,SF1218,611,11060
SF1218-11060-50,RUST,50,1,6211 SUIT,SF1218,611,11060
SF1222-01001-M,BLACK,M,1,6211 SUIT,SF1222,101,01001
SF1226-01002-L,BLUE,L,1,6211 SUIT,SF1226,012,01002
SF1227-T.B38-38,T.BLUE,38,1,6211 SUIT,SF1227,,
SF1233-03045-L,GREEN,L,1,6211 SUIT,SF1233,345,03045
SF1234-02027-L,BLACK,L,3,6211 SUIT,SF1234,227,02027
SF1234-002L-L,BLUE,L,1,6211 SUIT,SF1234,,
SF1234-02027-L,BLUE,L,2,6211 SUIT,SF1234,227,02027
SF1234-002M-M,BLUE,M,1,6211 SUIT,SF1234,,
SF1234-02027-L,WHITE,L,1,6211 SUIT,SF1234,OFF,02027
SF1234-02027-M,WHITE,M,2,6211 SUIT,SF1234,OFF,02027
SF1240-05002-M,ONION,M,1,6211 SUIT,SF1240,052,05002
SF1242-02008-L,WHITE,L,1,6211 SUIT,SF1242,OFF,02008
SF1245-04020-40,YELLOW,40,1,6211 SUIT,SF1245,420,04020
SF1247-00742-42,GREEN,42,1,6211 SUIT,SF1247,,
SF1250-002L-L,BLUE,L,1,6211 SUIT,SF1250,,
SF1254-04063-38,LEMON,38,1,6211 SUIT,SF1254,586,04063
SF1255-01003-M,MUSTARD,M,1,6211 SUIT,SF1255,103,01003
SF1255-01003-L,RANI,L,1,6211 SUIT,SF1255,103,01003
SF1255-03002-M,RANI,M,1,6211 SUIT,SF1255,302,03002
SF1259-05080-42,GREEN,42,1,6211 SUIT,SF1259,852,05080
SF1261-03040-L,MUSTARD,L,1,6211 SUIT,SF1261,340,03040
SF1269-01001-M,MUSTARD,M,1,6211 SUIT,SF1269,101,01001
SF1270-01030-M,LEMON,M,1,6211 SUIT,SF1270,013,01030
SF1271-01001-M,BLACK,M,1,6211 SUIT,SF1271,101,01001
SF1282-007M-M,GREEN,M,1,6211 SUIT,SF1282,,
SF1285-01001-M,BLACK,M,1,6211 SUIT,SF1285,101,01001
SF1286-03063-L,LEMON,L,1,6211 SUIT,SF1286,363,03063
SF1290-04060-M,GREEN,M,1,6211 SUIT,SF1290,460,04060
SF1292-02001-42,WINE,42,1,6211 SUIT,SF1292,201,02001
SF1292-01003-M,WINE,M,1,6211 SUIT,SF1292,103,01003
SF1295-02025-L,YELLOW,L,3,6211 SUIT,SF1295,225,02025
SF1295-02025-M,YELLOW,M,6,6211 SUIT,SF1295,225,02025
SF1295-02025-XL,YELLOW,XL,2,6211 SUIT,SF1295,225,02025
SF1295-02025-M,GREEN,M,1,6211 SUIT,SF1295,225,02025
03338,,,1,6211 SUIT,SF1296,,
SF1297-03053-M,MUSTARD,M,1,6211 SUIT,SF1297,352,03053
SF1297-03053-L,PEACH,L,1,6211 SUIT,SF1297,352,03053
SF1298-21060-46,BLUE,46,1,6211 SUIT,SF1298,621,21060
SF1305-11030-38,WHITE,38,1,6211 SUIT,SF1305,OFF,11030
SF1305-11030-46,WHITE,46,1,6211 SUIT,SF1305,OFF,11030
SF1310-01004-M,GREEN,M,1,6211 SUIT,SF1310,104,01004
00644,,,1,6211 SUIT,SF1313,,
00646,,,1,6211 SUIT,SF1313,,
01038,,,3,6211 SUIT,SF1313,,
01050,,,1,6211 SUIT,SF1313,,
SF1313-17057-46,ORANGE,46,1,6211 SUIT,SF1313,557,17057
SF1315-01082-XL,MOVE,XL,1,6211 SUIT,SF1315,182,01082
SF1324-01002-42,GREEN,42,1,6211 SUIT,SF1324,012,01002
SF1333-01001-42,ONION,42,1,6211 SUIT,SF1333,101,01001
SF1334-01001-42,GREY,42,1,6211 SUIT,SF1334,101,01001
SF1336-01003-38,MOVE,38,1,6211 SUIT,SF1336,103,01003
SF1338-02033-44,BLACK,44,1,6211 SUIT,SF1338,233,02033
SF1340-01001-M,GREEN,M,1,6211 SUIT,SF1340,101,01001
SF1342-01001-M,RED,M,1,6211 SUIT,SF1342,101,01001
SF1344-01001-38,ONION,38,1,6211 SUIT,SF1344,101,01001
SF1346-03040-38,GREEN,38,1,6211 SUIT,SF1346,340,03040
SF1360-05024-38,WINE,38,1,6211 SUIT,SF1360,086,05024
SF1360-06022-38,RUST,38,1,6211 SUIT,SF1360,206,06022
SF1360-06022-42,RUST,42,1,6211 SUIT,SF1360,206,06022
SF1361-01001-38,LEMON,38,1,6211 SUIT,SF1361,101,01001
SF1362-01001-38,ONION,38,1,6211 SUIT,SF1362,101,01001
SF1364-01001-L,GREEN,L,1,6211 SUIT,SF1364,101,01001
SF1373-01001-38,BLACK,38,1,6211 SUIT,SF1373,101,01001
SF1376-01001-L,WINE,L,1,6211 SUIT,SF1376,101,01001
SF1381-02001-38,PURPLE,38,1,6211 SUIT,SF1381,201,02001
SF1382-04012-38,MUSTARD,38,1,6211 SUIT,SF1382,412,04012
SF1382-03006-40,MUSTARD,40,1,6211 SUIT,SF1382,036,03006
SF1382-04012-40,MUSTARD,40,1,6211 SUIT,SF1382,412,04012
SF1382-03006-42,MUSTARD,42,1,6211 SUIT,SF1382,036,03006
SF1382-04012-42,MUSTARD,42,2,6211 SUIT,SF1382,412,04012
SF1382-04012-44,MUSTARD,44,1,6211 SUIT,SF1382,412,04012
SF1385-01001-42,MUSTARD,42,1,6211 SUIT,SF1385,101,01001
SF1391-04020-38,ONION,38,1,6211 SUIT,SF1391,420,04020
SF1399-02064-38,PURPLE,38,1,6211 SUIT,SF1399,418,02064
SF1399-06030-38,YELLOW,38,1,6211 SUIT,SF1399,630,06030
SF1399-05064-38,GREEN,38,1,6211 SUIT,SF1399,756,05064
SF1399-06030-42,GREEN,42,1,6211 SUIT,SF1399,630,06030
SF1399-05064-38,PEACH,38,1,6211 SUIT,SF1399,756,05064
SF1409-05040-44,WHITE,44,2,6211 SUIT,SF1409,OFF,05040
SF1410-06040-46,BLACK,46,1,6211 SUIT,SF1410,604,06040
SF1413-02003-42,MOVE,42,1,6211 SUIT,SF1413,203,02003
SF1424-05060-38,WINE,38,1,6211 SUIT,SF1424,560,05060
SF1434-21060-38,BLUE,38,9,6211 SUIT,SF1434,621,21060
SF1434-21060-42,BLUE,42,5,6211 SUIT,SF1434,621,21060
SF1434-21060-44,BLUE,44,6,6211 SUIT,SF1434,621,21060
SF1434-21060-38,GREEN,38,2,6211 SUIT,SF1434,621,21060
SF1434-18045-40,GREEN,40,1,6211 SUIT,SF1434,186,18045
SF1434-21060-40,GREEN,40,1,6211 SUIT,SF1434,621,21060
SF1434-21060-42,GREEN,42,2,6211 SUIT,SF1434,621,21060
SF1434-21060-44,GREEN,44,2,6211 SUIT,SF1434,621,21060
SF1437-06024-38,RANI,38,1,6211 SUIT,SF1437,624,06024
SF1451-03096-38,BLACK,38,1,6211 SUIT,SF1451,396,03096
SF1451-08054-42,RANI,42,2,6211 SUIT,SF1451,469,08054
SF1451-08054-46,RANI,46,2,6211 SUIT,SF1451,469,08054
SF1451-08054-38,WHITE,38,5,6211 SUIT,SF1451,OFF,08054
SF1451-08054-42,WHITE,42,2,6211 SUIT,SF1451,OFF,08054
SF1451-08054-46,WHITE,46,1,6211 SUIT,SF1451,OFF,08054
SF1454-02006-38,PURPLE,38,1,6211 SUIT,SF1454,780,02006
SF1454-03060-42,RANI,42,1,6211 SUIT,SF1454,360,03060
SF1455-03062-42,YELLOW,42,1,6211 SUIT,SF1455,362,03062
SF1457-03020-46,RANI,46,1,6211 SUIT,SF1457,032,03020
SF1463-01003-42,MAROON,42,1,6211 SUIT,SF1463,103,01003
SF1463-04060-38,LEMON,38,1,6211 SUIT,SF1463,460,04060
01138,,,2,6211 SUIT,SF1466,,
SF1468-04024-38,BLUE,38,1,6211 SUIT,SF1468,424,04024
SF1468-03020-40,BLUE,40,1,6211 SUIT,SF1468,032,03020
SF1468-02017-42,BLUE,42,1,6211 SUIT,SF1468,217,02017
SF1468-02017-46,BLUE,46,1,6211 SUIT,SF1468,217,02017
SF1468-04024-38,WHITE,38,1,6211 SUIT,SF1468,OFF,04024
SF1468-03020-46,WHITE,46,1,6211 SUIT,SF1468,OFF,03020
SF1469-03030-46,RANI,46,1,6211 SUIT,SF1469,033,03030
SF1471-08054-38,GREEN,38,6,6211 SUIT,SF1471,469,08054
SF1471-08054-42,GREEN,42,5,6211 SUIT,SF1471,469,08054
SF1471-08054-44,GREEN,44,2,6211 SUIT,SF1471,469,08054
SF1471-00746-46,GREEN,46,1,6211 SUIT,SF1471,,
SF1471-08054-46,GREEN,46,3,6211 SUIT,SF1471,469,08054
SF1471-08054-38,MOVE,38,7,6211 SUIT,SF1471,469,08054
SF1471-08054-42,MOVE,42,2,6211 SUIT,SF1471,469,08054
SF1472-08040-38,BLUE,38,1,6211 SUIT,SF1472,988,08040
SF1472-02-46,NAVY BLUE,46,1,6211 SUIT,SF1472,,
SF1472-06060-38,WHITE,38,2,6211 SUIT,SF1472,OFF,06060
SF1472-08040-38,WHITE,38,1,6211 SUIT,SF1472,OFF,08040
SF1472-08040-42,WHITE,42,1,6211 SUIT,SF1472,OFF,08040
SF1472-08040-46,WHITE,46,2,6211 SUIT,SF1472,OFF,08040
SF1475-06038-38,MUSTARD,38,1,6211 SUIT,SF1475,638,06038
SF1475-00742-42,GREEN,42,1,6211 SUIT,SF1475,,
01038,,,1,6211 SUIT,SF1475,,
SF1475-01944-44,GREY,44,1,6211 SUIT,SF1475,,
SF1475-01950-50,GREY,50,1,6211 SUIT,SF1475,,
SF1477-06040-38,BLUE,38,1,6211 SUIT,SF1477,604,06040
SF1477-06040-42,WHITE,42,3,6211 SUIT,SF1477,OFF,06040
SF1477-05060-50,WHITE,50,2,6211 SUIT,SF1477,OFF,05060
SF1481-03012-40,RANI,40,1,6211 SUIT,SF1481,565,03012
SF1483-02001-42,MOVE,42,1,6211 SUIT,SF1483,201,02001
00438,,,1,6211 SUIT,SF1488,,
00442,,,1,6211 SUIT,SF1488,,
00446,,,1,6211 SUIT,SF1488,,
00738,,,3,6211 SUIT,SF1488,,
00742,,,6,6211 SUIT,SF1488,,
00744,,,2,6211 SUIT,SF1488,,
00746,,,3,6211 SUIT,SF1488,,
01038,,,3,6211 SUIT,SF1488,,
01042,,,7,6211 SUIT,SF1488,,
01044,,,3,6211 SUIT,SF1488,,
01046,,,8,6211 SUIT,SF1488,,
SF1488-08038-42,MOVE,42,1,6211 SUIT,SF1488,74+,08038
SF1488-10042-46,MOVE,46,1,6211 SUIT,SF1488,2+6,10042
SF1489-09060-44,PURPLE,44,1,6211 SUIT,SF1489,960,09060
SF1489-00446-46,PURPLE,46,1,6211 SUIT,SF1489,,
SF1489-09060-46,PURPLE,46,1,6211 SUIT,SF1489,960,09060
SF1489-00450-50,PURPLE,50,1,6211 SUIT,SF1489,,
SF1489-00738-38,GREEN,38,1,6211 SUIT,SF1489,,
SF1489-09060-42,GREEN,42,1,6211 SUIT,SF1489,960,09060
SF1489-01038-38,ONION,38,2,6211 SUIT,SF1489,,
SF1489-01042-42,ONION,42,2,6211 SUIT,SF1489,,
SF1489-01046-46,ONION,46,1,6211 SUIT,SF1489,,
SF1489-01050-50,ONION,50,1,6211 SUIT,SF1489,,
SF1489-09060-38,MOVE,38,1,6211 SUIT,SF1489,960,09060
SF1489-07060-42,MOVE,42,1,6211 SUIT,SF1489,760,07060
01742,,,1,6211 SUIT,SF1491,,
01744,,,1,6211 SUIT,SF1491,,
SF1491-01746-46,BEIGE,46,1,6211 SUIT,SF1491,,
SF1491-04011-46,BEIGE,46,1,6211 SUIT,SF1491,419,04011
SF1492-01001-42,GREEN,42,1,6211 SUIT,SF1492,101,01001
SF1496-02030-40,PURPLE,40,2,6211 SUIT,SF1496,230,02030
SF1498-02044-44,WHITE,44,1,6211 SUIT,SF1498,,
SF1502-03001-42,PURPLE,42,1,6211 SUIT,SF1502,301,03001
SF1506-02021-38,T.BLUE,38,1,6211 SUIT,SF1506,021,02021
SF1506-02021-44,T.BLUE,44,1,6211 SUIT,SF1506,021,02021
00738,,,1,6211 SUIT,SF1509,,
SF1509-02340-40,GAJRI,40,1,6211 SUIT,SF1509,,
02346,,,1,6211 SUIT,SF1509,,
SF1516-01038-38,ONION,38,1,6211 SUIT,SF1516,,
SF1516-02045-38,ONION,38,1,6211 SUIT,SF1516,245,02045
SF1516-01042-42,ONION,42,1,6211 SUIT,SF1516,,
SF1516-02045-42,ONION,42,1,6211 SUIT,SF1516,245,02045
SF1516-01046-46,ONION,46,1,6211 SUIT,SF1516,,
SF1516-02045-38,WHITE,38,1,6211 SUIT,SF1516,OFF,02045
SF1516-03010-44,T.BLUE,44,1,6211 SUIT,SF1516,031,03010
SF1517-05030-38,BLUE,38,1,6211 SUIT,SF1517,530,05030
SF1519-02030-38,PURPLE,38,1,6211 SUIT,SF1519,230,02030
01044,,,1,6211 SUIT,SF1519,,
02038,,,2,6211 SUIT,SF1519,,
02040,,,1,6211 SUIT,SF1519,,
02044,,,2,6211 SUIT,SF1519,,
SF1520-06030-38,PURPLE,38,1,6211 SUIT,SF1520,630,06030
SF1520-06030-40,PURPLE,40,1,6211 SUIT,SF1520,630,06030
SF1520-07029-38,WHITE,38,1,6211 SUIT,SF1520,OFF,07029
SF1520-06030-38,GAJRI,38,1,6211 SUIT,SF1520,630,06030
SF1520-07029-38,GAJRI,38,1,6211 SUIT,SF1520,729,07029
